date,category,amount,notes,transaction_type,payment_mode,clean_notes
05/22/2023,food,6054.0,Grocery shopping,Expense,UPI,grocery shopping
2022-09-05,entertainment,3579.0,Movie tickets,Expense,Bank Transfer,movie tickets
28-10-2022,food,16520.0,Books,Expense,Cash,books
09/09/2021,food,6480.0,Coffee,Expense,UPI,coffee
2023-03-11,utility,9715.0,Internet bill,Expense,UPI,internet bill
2021-06-01,food,4927.0,Coffee,Expense,Card,coffee
10/04/2022,rent,4786.0,Monthly rent payment,Expense,UPI,monthly rent payment
2022-07-31,utility,76688.0,Internet bill,Income,unknown,internet bill
2021-04-06,food,4051.0,Grocery shopping,Expense,Card,grocery shopping
12/02/2024,food,8181.0,EMI payment,Expense,Cash,emi payment
2022-12-28,utility,1281.0,Internet bill,Expense,UPI,internet bill
11/27/2021,food,1070.0,EMI payment,Expense,Card,emi payment
2024-05-26,food,48594.0,Books,Income,UPI,books
07/05/2023,food,-500.0,Coffee,Expense,Card,coffee
12-08-2022,travel,106098.0,Uber ride,Income,UPI,uber ride
04/04/2023,food,8884.0,EMI payment,Expense,Cash,emi payment
08/01/2021,food,42463.0,Shopping,Income,Cash,shopping
2023-10-18,travel,13975.0,Petrol,Income,UPI,petrol
08/04/2022,food,527025.0,Lunch,Income,Card,lunch
2024-05-10,food,709506.0,Grocery shopping,Income,Card,grocery shopping
16-09-2022,rent,5980.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2023-11-10,travel,14729.0,Uber ride,Income,UPI,uber ride
2021-02-08,food,6592.0,Shopping,Expense,unknown,shopping
2022-09-24,food,5237.0,EMI payment,Expense,Cash,emi payment
11/24/2024,food,6671.0,Shopping,Expense,UPI,shopping
03/30/2024,health,9191.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
2022-04-01,food,808527.0,Fixed deposit,Income,Bank Transfer,fixed deposit
04/13/2022,entertainment,8209.0,Movie tickets,Expense,Card,movie tickets
2024-07-21,food,5134.0,EMI payment,Expense,Bank Transfer,emi payment
09/01/2022,entertainment,64953.0,Movie tickets,Income,Cash,movie tickets
08/11/2022,food,53696.0,Coffee,Income,Bank Transfer,coffee
04/13/2023,health,9573.0,Medicine,Expense,Cash,medicine
2023-11-29,health,8003.0,Medicine,Expense,Cash,medicine
11/22/2022,travel,2380.0,Uber ride,Expense,Bank Transfer,uber ride
2024-08-31,food,29663.0,Grocery shopping,Expense,UPI,grocery shopping
12/11/2023,food,1042.0,Grocery shopping,Expense,UPI,grocery shopping
10/18/2024,health,30607.0,Gym membership,Income,Card,gym membership
24-01-24,rent,907.0,Monthly rent payment,Expense,Card,monthly rent payment
2022-10-14,travel,2121.0,Petrol,Expense,Card,petrol
2022-02-28,food,2553.0,Shopping,Expense,Bank Transfer,shopping
06/17/2022,food,58508.0,ATM withdrawal,Income,Bank Transfer,atm withdrawal
06-12-2021,entertainment,9594.0,Movie tickets,Expense,Bank Transfer,movie tickets
2024-04-19,rent,5990.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
13-03-2023,food,1798.0,Coffee,Expense,Card,coffee
11/13/2023,health,3038.0,Medicine,Expense,unknown,medicine
02-05-23,food,6116.0,Coffee,Expense,UPI,coffee
2022-11-24,utility,5467.0,Internet bill,Expense,UPI,internet bill
2024-12-27,travel,894.0,Uber ride,Expense,UPI,uber ride
2021-03-24,food,3210.0,Coffee,Expense,Card,coffee
06/20/2021,health,68627.0,Medicine,Income,UPI,medicine
2021-03-20,health,1383.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
01/13/2024,rent,9464.0,Monthly rent payment,Expense,Cash,monthly rent payment
16-06-24,travel,4444.0,Uber ride,Expense,Card,uber ride
02/15/2022,food,8933.0,Shopping,Expense,Card,shopping
10/06/2023,food,5655.0,EMI payment,Expense,UPI,emi payment
03-03-22,education,79684.0,Online course,Income,unknown,online course
02/03/2022,health,3276.0,Doctor consultation,Expense,Cash,doctor consultation
2022-09-23,travel,3512.0,Petrol,Expense,Bank Transfer,petrol
2021-09-17,food,8586.0,Restaurant dinner,Expense,UPI,restaurant dinner
2024-02-27,utility,1272.0,Electricity bill,Expense,Bank Transfer,electricity bill
27-11-22,health,999999999.0,Gym membership,Expense,UPI,gym membership
25-01-2023,entertainment,2193.0,Movie tickets,Expense,Card,movie tickets
09/17/2023,rent,57318.0,Monthly rent payment,Income,UPI,monthly rent payment
26-12-22,travel,7249.0,Petrol,Expense,Cash,petrol
12-10-2024,food,8933.0,Restaurant dinner,Expense,Bank Transfer,restaurant dinner
21-04-23,health,4432.0,Medicine,Expense,UPI,medicine
2024-12-15,food,1114.0,EMI payment,Expense,Bank Transfer,emi payment
2024-06-13,food,73413.0,Restaurant dinner,Income,Cash,restaurant dinner
06/07/2024,health,806.0,Medicine,Expense,Cash,medicine
2024-10-25,travel,6329.0,Train ticket,Expense,Bank Transfer,train ticket
04-09-24,travel,9053.0,Petrol,Expense,Bank Transfer,petrol
11/24/2024,travel,920.0,Train ticket,Expense,Bank Transfer,train ticket
2021-02-23,health,1512.0,Doctor consultation,Expense,Bank Transfer,doctor consultation
06-04-2023,food,1168.0,Grocery shopping,Expense,UPI,grocery shopping
07-09-21,food,355.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
20-05-21,travel,22805.0,Petrol,Income,UPI,petrol
22-11-2023,education,412288.0,Online course,Income,UPI,online course
11-08-2024,food,63677.0,ATM withdrawal,Income,Bank Transfer,atm withdrawal
2021-06-04,health,3987.0,Doctor consultation,Expense,unknown,doctor consultation
08/22/2023,utility,9061.0,Electricity bill,Expense,Card,electricity bill
14-11-2021,travel,895.0,Uber ride,Expense,Cash,uber ride
08-12-23,health,2144.0,Doctor consultation,Expense,Card,doctor consultation
24-10-2024,rent,1777.0,Monthly rent payment,Expense,unknown,monthly rent payment
2024-05-12,food,8293.0,Coffee,Expense,Bank Transfer,coffee
2023-11-13,travel,3209.0,Train ticket,Expense,Cash,train ticket
2022-04-24,travel,3370.0,Train ticket,Expense,Card,train ticket
2023-08-20,rent,1404.0,Monthly rent payment,Expense,Card,monthly rent payment
03-04-23,education,3047.0,Online course,Expense,unknown,online course
01/07/2021,entertainment,13463.0,Movie tickets,Income,Card,movie tickets
01/16/2024,travel,3387.0,Train ticket,Expense,Card,train ticket
2022-10-24,food,25499.0,Coffee,Income,Cash,coffee
05-02-2023,food,3460.0,Books,Expense,UPI,books
2021-02-07,food,936.0,Books,Expense,UPI,books
06-01-2024,food,150335.0,Fixed deposit,Income,UPI,fixed deposit
07-10-2023,travel,9801.0,Train ticket,Expense,Card,train ticket
2021-10-31,health,9998.0,Doctor consultation,Expense,UPI,doctor consultation
2023-05-12,travel,1304.0,Uber ride,Expense,UPI,uber ride
26-06-2023,food,7902.0,ATM withdrawal,Expense,Cash,atm withdrawal
2022-10-25,utility,2363.0,Internet bill,Expense,Cash,internet bill
04-04-21,food,4430.0,Books,Expense,UPI,books
2023-10-30,rent,555.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
06/08/2023,food,9895.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
2022-09-22,food,1413.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2024-07-02,food,9427.0,Grocery shopping,Expense,Card,grocery shopping
06/05/2022,travel,0.0,Train ticket,Expense,UPI,train ticket
14-11-24,rent,37464.0,Monthly rent payment,Income,Card,monthly rent payment
10-02-21,food,9001.0,Grocery shopping,Expense,Bank Transfer,grocery shopping
21-08-22,entertainment,8305.0,Movie tickets,Expense,UPI,movie tickets
04/09/2022,entertainment,2075.0,Movie tickets,Expense,Cash,movie tickets
01/31/2023,food,8904.0,Restaurant dinner,Expense,Card,restaurant dinner
08/06/2023,food,156.0,EMI payment,Expense,Cash,emi payment
03/31/2023,health,1334.0,Gym membership,Expense,Cash,gym membership
2022-09-29,entertainment,3560.0,Movie tickets,Expense,UPI,movie tickets
2024-07-16,food,7394.0,Grocery shopping,Expense,UPI,grocery shopping
2022-10-30,health,1824.0,Gym membership,Expense,Card,gym membership
08/15/2023,food,5398.0,Coffee,Expense,Cash,coffee
05/24/2024,food,3153.0,Coffee,Expense,Card,coffee
2022-08-12,utility,813.0,Electricity bill,Expense,Cash,electricity bill
17-01-21,education,1008.0,Online course,Expense,Bank Transfer,online course
2022-05-15,travel,5439.0,Petrol,Expense,UPI,petrol
2024-01-16,utility,2031.0,Electricity bill,Expense,Card,electricity bill
2022-11-01,food,4623.0,Shopping,Expense,UPI,shopping
2022-04-17,food,776.0,Restaurant dinner,Expense,Card,restaurant dinner
12/21/2021,food,12936.0,ATM withdrawal,Income,Card,atm withdrawal
2021-05-14,food,35215.0,Coffee,Income,Card,coffee
03/10/2021,food,45642.0,Fixed deposit,Expense,UPI,fixed deposit
22-03-2023,travel,3144.0,Uber ride,Expense,UPI,uber ride
01/21/2024,rent,7844.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
04/23/2021,utility,5285.0,Electricity bill,Expense,Bank Transfer,electricity bill
30-09-2021,health,1966.0,Doctor consultation,Expense,UPI,doctor consultation
17-05-2024,food,4998.0,Fixed deposit,Expense,unknown,fixed deposit
01-06-23,food,9115.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
01/25/2024,health,14299.0,Medicine,Income,Bank Transfer,medicine
2021-08-22,food,7308.0,EMI payment,Expense,Cash,emi payment
2023-08-12,entertainment,10839.0,Movie tickets,Income,unknown,movie tickets
2021-05-20,food,-500.0,Lunch,Expense,UPI,lunch
2023-01-25,entertainment,4342.0,Movie tickets,Expense,Bank Transfer,movie tickets
2022-03-28,food,6565.0,ATM withdrawal,Expense,Cash,atm withdrawal
2021-10-25,food,3653.0,Books,Expense,Cash,books
09-06-2022,food,5934.0,Grocery shopping,Expense,Card,grocery shopping
2022-10-21,food,43572.0,Restaurant dinner,Income,Bank Transfer,restaurant dinner
03/09/2021,travel,4991.0,Train ticket,Expense,Bank Transfer,train ticket
20-06-21,health,60535.0,Gym membership,Income,Cash,gym membership
15-02-21,food,7725.0,Grocery shopping,Expense,Card,grocery shopping
22-05-23,travel,5509.0,Uber ride,Expense,Card,uber ride
2023-05-22,utility,950787.0,Internet bill,Income,UPI,internet bill
02/26/2024,education,116.0,Online course,Expense,Cash,online course
04/27/2024,food,999999.0,EMI payment,Expense,UPI,emi payment
13-05-24,travel,29428.0,Train ticket,Expense,Card,train ticket
2021-12-14,health,2310.0,Medicine,Expense,UPI,medicine
2022-05-20,travel,61181.0,Train ticket,Income,Cash,train ticket
05/17/2022,entertainment,5453.0,Movie tickets,Expense,Card,movie tickets
11/15/2021,entertainment,7666.0,Movie tickets,Expense,Cash,movie tickets
10/12/2023,entertainment,6110.0,Movie tickets,Expense,Bank Transfer,movie tickets
2023-06-25,food,47099.0,Books,Expense,Card,books
2022-03-23,food,2118.0,Coffee,Expense,Card,coffee
06-05-2023,health,15842.0,Medicine,Expense,Cash,medicine
08/31/2022,utility,5097.0,Electricity bill,Expense,UPI,electricity bill
2023-02-10,utility,7317.0,Electricity bill,Expense,Cash,electricity bill
15-05-22,food,1192.0,ATM withdrawal,Expense,unknown,atm withdrawal
11-05-2023,health,7464.0,Doctor consultation,Expense,UPI,doctor consultation
12/11/2023,food,8994.0,EMI payment,Expense,Cash,emi payment
19-04-21,food,2118.0,Grocery shopping,Expense,Card,grocery shopping
25-10-22,travel,7686.0,Petrol,Expense,Cash,petrol
2023-09-10,food,8866.0,Books,Expense,Bank Transfer,books
2023-01-25,health,4193.0,Doctor consultation,Expense,UPI,doctor consultation
10-07-22,food,1863.0,Books,Expense,Bank Transfer,books
2021-10-09,travel,5805.0,Uber ride,Expense,Cash,uber ride
07-11-24,food,8831.0,Fixed deposit,Expense,UPI,fixed deposit
10-11-24,health,9431.0,Medicine,Expense,Bank Transfer,medicine
2024-06-02,food,9895.0,ATM withdrawal,Expense,UPI,atm withdrawal
02/20/2021,health,3586.0,Medicine,Expense,UPI,medicine
23-09-24,utility,8251.0,Electricity bill,Expense,Cash,electricity bill
2023-10-30,food,8775.0,Coffee,Expense,UPI,coffee
2024-06-20,food,4380.0,Fixed deposit,Expense,UPI,fixed deposit
2021-04-02,rent,3432.0,Monthly rent payment,Expense,Card,monthly rent payment
2022-07-01,entertainment,9778.0,Movie tickets,Expense,Cash,movie tickets
2023-08-24,health,2074.0,Medicine,Expense,UPI,medicine
2023-09-29,rent,8104.0,Monthly rent payment,Expense,Card,monthly rent payment
2022-08-20,food,4543.0,EMI payment,Expense,Card,emi payment
2021-08-02,food,9869.0,ATM withdrawal,Expense,Bank Transfer,atm withdrawal
06/04/2021,food,21498.0,Lunch,Income,Card,lunch
10/06/2022,utility,7755.0,Internet bill,Expense,Bank Transfer,internet bill
27-04-22,travel,3926.0,Train ticket,Expense,Bank Transfer,train ticket
2022-11-07,food,1293.0,Coffee,Expense,Cash,coffee
2021-05-04,food,9060.0,Restaurant dinner,Expense,Card,restaurant dinner
09-10-24,food,1765.0,Fixed deposit,Expense,Cash,fixed deposit
06/06/2022,food,3535.0,EMI payment,Expense,Cash,emi payment
09-02-22,food,54977.0,EMI payment,Income,Cash,emi payment
2022-04-28,food,1557.0,Coffee,Expense,UPI,coffee
12/04/2021,utility,3212.0,Electricity bill,Expense,UPI,electricity bill
06/12/2024,food,67293.0,Coffee,Income,UPI,coffee
12/22/2021,travel,3216.0,Train ticket,Expense,Bank Transfer,train ticket
18-03-24,utility,3734.0,Internet bill,Expense,Cash,internet bill
2021-01-13,entertainment,48604.0,Movie tickets,Income,UPI,movie tickets
2023-04-26,food,61313.0,EMI payment,Income,UPI,emi payment
22-10-24,food,4103.0,EMI payment,Expense,UPI,emi payment
05-09-24,travel,40563.0,Train ticket,Income,Bank Transfer,train ticket
06-03-24,food,75424.0,Books,Income,Card,books
2021-10-05,health,5785.0,Medicine,Expense,Card,medicine
12-02-24,food,3578.0,EMI payment,Expense,UPI,emi payment
2021-08-06,health,8504.0,Gym membership,Expense,Bank Transfer,gym membership
2024-07-15,food,1566.0,Books,Expense,Card,books
2022-07-11,education,63429.0,Online course,Income,unknown,online course
2021-03-26,food,2521.0,Lunch,Expense,UPI,lunch
2023-04-27,food,12856.0,ATM withdrawal,Income,UPI,atm withdrawal
2022-03-16,utility,2245.0,Electricity bill,Expense,Card,electricity bill
2024-11-05,food,6340.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
02/19/2024,education,783.0,Online course,Expense,Cash,online course
2023-10-05,rent,8597.0,Monthly rent payment,Expense,Card,monthly rent payment
29-07-2024,rent,9456.0,Monthly rent payment,Expense,Cash,monthly rent payment
08-05-24,travel,898.0,Train ticket,Expense,Card,train ticket
2024-11-30,entertainment,7487.0,Movie tickets,Expense,Cash,movie tickets
2022-04-12,health,8595.0,Gym membership,Expense,UPI,gym membership
11/09/2024,entertainment,9321.0,Movie tickets,Expense,Cash,movie tickets
2024-11-01,food,4511.0,ATM withdrawal,Expense,Cash,atm withdrawal
2022-10-22,food,2691.0,Restaurant dinner,Expense,Cash,restaurant dinner
18-10-21,education,8260.0,Online course,Expense,Card,online course
18-03-23,food,8757.0,Grocery shopping,Expense,Card,grocery shopping
2021-08-12,travel,2708.0,Train ticket,Expense,Card,train ticket
07-12-22,education,4888.0,Online course,Expense,Card,online course
2023-02-08,travel,-500.0,Train ticket,Expense,Bank Transfer,train ticket
25-06-2022,food,9931.0,Shopping,Expense,Card,shopping
01/12/2021,food,5258.0,Lunch,Expense,Cash,lunch
2023-02-20,food,4270.0,Grocery shopping,Expense,UPI,grocery shopping
30-04-23,health,56255.0,Doctor consultation,Income,Card,doctor consultation
03/14/2024,travel,3707.0,Uber ride,Expense,Bank Transfer,uber ride
2024-07-27,utility,3546.0,Internet bill,Expense,UPI,internet bill
05/26/2023,travel,28149.0,Uber ride,Income,Card,uber ride
2023-08-02,travel,3236.0,Petrol,Expense,UPI,petrol
2021-04-07,food,9681.0,Shopping,Expense,Cash,shopping
11/07/2021,health,3875.0,Gym membership,Expense,Card,gym membership
02/26/2021,food,498.0,Coffee,Expense,UPI,coffee
06/06/2023,food,5254.0,Restaurant dinner,Expense,Cash,restaurant dinner
2023-04-30,health,44834.0,Gym membership,Expense,Bank Transfer,gym membership
02/22/2024,education,42643.0,Online course,Income,Bank Transfer,online course
2023-05-31,health,8766.0,Medicine,Expense,UPI,medicine
2021-08-18,health,17842.0,Gym membership,Income,Card,gym membership
2024-10-12,food,1760.0,Books,Expense,unknown,books
2021-04-05,food,4801.0,EMI payment,Expense,Card,emi payment
01-06-24,travel,-500.0,Uber ride,Expense,Cash,uber ride
26-06-23,utility,7363.0,Internet bill,Expense,Card,internet bill
2023-08-06,travel,3690.0,Uber ride,Expense,Cash,uber ride
2024-10-04,food,4714.0,Restaurant dinner,Expense,UPI,restaurant dinner
2024-03-24,entertainment,5763.0,Movie tickets,Expense,Bank Transfer,movie tickets
08/01/2021,food,964.0,EMI payment,Expense,Bank Transfer,emi payment
04/11/2021,food,7258.0,Grocery shopping,Expense,UPI,grocery shopping
2021-12-25,food,4248.0,Coffee,Expense,Cash,coffee
08/27/2023,food,7995.0,Grocery shopping,Expense,Cash,grocery shopping
07/29/2021,entertainment,5334.0,Movie tickets,Expense,UPI,movie tickets
2021-11-28,food,1514.0,ATM withdrawal,Expense,Card,atm withdrawal
09/02/2024,health,15976.0,Medicine,Expense,Bank Transfer,medicine
11-05-21,food,6399.0,Fixed deposit,Expense,Bank Transfer,fixed deposit
2023-11-15,food,4076.0,Restaurant dinner,Expense,Cash,restaurant dinner
03/15/2023,food,9181.0,Lunch,Expense,UPI,lunch
01/23/2021,travel,6604.0,Petrol,Expense,Bank Transfer,petrol
2024-10-17,entertainment,4234.0,Movie tickets,Expense,Cash,movie tickets
2021-06-21,rent,8526.0,Monthly rent payment,Expense,Cash,monthly rent payment
2023-03-07,food,8180.0,EMI payment,Expense,UPI,emi payment
09/30/2021,rent,415.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
2024-05-30,food,5953.0,Lunch,Expense,Card,lunch
2023-07-05,health,9025.0,Gym membership,Expense,Cash,gym membership
06-05-22,food,1298.0,EMI payment,Expense,Bank Transfer,emi payment
05/25/2021,food,2105.0,Shopping,Expense,Cash,shopping
16-02-21,education,2243.0,Online course,Expense,Card,online course
08/03/2021,travel,9595.0,Petrol,Expense,Cash,petrol
2021-08-09,health,6356.0,Gym membership,Expense,UPI,gym membership
17-07-2023,food,8445.0,Books,Expense,Card,books
10/18/2023,rent,6637.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
29-12-2022,utility,7043.0,Electricity bill,Expense,UPI,electricity bill
2022-08-16,food,57631.0,Fixed deposit,Income,Card,fixed deposit
2023-04-09,health,8704.0,Gym membership,Expense,Bank Transfer,gym membership
2024-04-11,food,3907.0,ATM withdrawal,Expense,Card,atm withdrawal
07/22/2023,food,7134.0,Grocery shopping,Expense,Card,grocery shopping
2022-05-24,travel,9724.0,Train ticket,Expense,Bank Transfer,train ticket
26-08-24,food,4019.0,Lunch,Expense,Cash,lunch
2024-07-09,food,39567.0,Restaurant dinner,Income,Cash,restaurant dinner
2021-10-23,food,76366.0,Coffee,Income,UPI,coffee
2022-07-06,rent,3609.0,Monthly rent payment,Expense,Bank Transfer,monthly rent payment
03/01/2022,health,1025.0,Gym membership,Expense,Card,gym membership
14-07-2024,health,67853.0,Medicine,Income,Card,medicine
29-10-21,travel,59363.0,Uber ride,Income,UPI,uber ride
30-11-2021,food,1597.0,Books,Expense,UPI,books
03/06/2022,food,5210.0,Coffee,Expense,Bank Transfer,coffee
2023-09-15,travel,8457.0,Train ticket,Expense,Cash,train ticket
